統一編號,公司名稱,電話,進口資格,出口資格,查詢時間
07089900,正好化工股份有限公司,02-27044816,有 YES,有 YES,2025-10-01 15:37:16
07092216,立志企業有限公司,02-2693-1888,有 YES,有 YES,2025-10-01 15:37:16
07096509,立昇實業股份有限公司,02-22028608,有 YES,有 YES,2025-10-01 15:37:17
07096542,弘明印刷設計股份有限公司,02-55926888,有 YES,有 YES,2025-10-01 15:37:18
07101307,永恆機電工業股份有限公司,02-22878111,有 YES,有 YES,2025-10-01 15:37:19
07101600,立茂琺瑯廠股份有限公司,02-25959991,有 YES,有 YES,2025-10-01 15:37:20
07105140,正泰電熱股份有限公司,02-25940385,有 YES,有 YES,2025-10-01 15:37:21
07105205,臺泰貿易股份有限公司,02-25616382,有 YES,有 YES,2025-10-01 15:37:22
07107463,,,,2025-10-01 15:37:23,
07114909,四達化學有限公司,03-3840081,有 YES,有 YES,2025-10-01 15:37:24
07116300,永維企業股份有限公司,02-28124531,有 YES,有 YES,2025-10-01 15:37:25
07116408,永嘉鐵工廠工程有限公司,02-29885826,有 YES,有 YES,2025-10-01 15:37:26
07118519,永樂塑膠廠有限公司,02-29716162,有 YES,有 YES,2025-10-01 15:37:27
07121015,功學社股份有限公司,03-4526738,有 YES,有 YES,2025-10-01 15:37:28
07121107,,,,2025-10-01 15:37:29,
07121401,功學社貿易股份有限公司,02-27091266,有 YES,有 YES,2025-10-01 15:37:30
07125700,台灣南海股份有限公司,02-25065918,有 YES,有 YES,2025-10-01 15:37:31
07126004,,,,2025-10-01 15:37:32,
07126200,,,,2025-10-01 15:37:32,
07126807,台灣農業資材股份有限公司,02-25564253,有 YES,有 YES,2025-10-01 15:37:33
07126905,台灣農產企業股份有限公司,02-2556-4253,有 YES,有 YES,2025-10-01 15:37:34
07127904,臺灣新光實業股份有限公司,02-25071251 #520,有 YES,有 YES,2025-10-01 15:37:35
07127931,台灣菊水膠帶股份有限公司,02-27977737,有 YES,有 YES,2025-10-01 15:37:36
07129614,老日光冷凍工業股份有限公司,02-25531555,有 YES,有 YES,2025-10-01 15:37:37
07131908,安正鐵工廠股份有限公司,02-29951315-9,有 YES,有 YES,2025-10-01 15:37:38
07139417,同和莊企業有限公司,02-25578686,有 YES,有 YES,2025-10-01 15:37:39
07140104,光和貿易股份有限公司,02-27134411,有 YES,有 YES,2025-10-01 15:37:40
07143361,賀上投資股份有限公司,02-29746728,有 YES,有 YES,2025-10-01 15:37:40
07147612,光祥工程實業有限公司,28956348,有 YES,有 YES,2025-10-01 15:37:42
07147916,地球綜合工業股份有限公司,02-25066666,有 YES,有 YES,2025-10-01 15:37:42
07151930,安穩企業股份有限公司,02-26962450,有 YES,有 YES,2025-10-01 15:37:43
07152109,光發鍍金股份有限公司,03-3293107,有 YES,有 YES,2025-10-01 15:37:44
07155324,好福合纖股份有限公司,02-25552288,有 YES,有 YES,2025-10-01 15:37:45
07155339,有萬科技股份有限公司,02-2655-0077,有 YES,有 YES,2025-10-01 15:37:46
07157104,同福貿易股份有限公司,02-2752-1611,有 YES,有 YES,2025-10-01 15:37:46
07166618,宏宇金屬建材股份有限公司,02-25936608,有 YES,有 YES,2025-10-01 15:37:47
07172323,,,,2025-10-01 15:37:48,
07174309,,,,2025-10-01 15:37:48,
07179748,,,,2025-10-01 15:37:49,
07183428,邦德股份有限公司,02-25774605,有 YES,有 YES,2025-10-01 15:37:50
07184518,利信實業股份有限公司,02-25943934,有 YES,有 YES,2025-10-01 15:37:51
07187108,金川機械股份有限公司,02-29014069,有 YES,有 YES,2025-10-01 15:37:52
07187206,金大鐵材股份有限公司,02-29011251,有 YES,有 YES,2025-10-01 15:37:53
07192539,協立機械股份有限公司,02-27967716,有 YES,有 YES,2025-10-01 15:37:54
07192708,信民紡織股份有限公司,02-22493137,有 YES,有 YES,2025-10-01 15:37:55
07192904,,,,2025-10-01 15:37:55,
07196009,東光凡而工業股份有限公司,02-28097655,有 YES,有 YES,2025-10-01 15:37:56
07199815,協利精機廠股份有限公司,02-26229581,有 YES,有 YES,2025-10-01 15:37:58
07200138,,,,2025-10-01 15:37:59,
07205416,東明纖維工業股份有限公司,03-3245785,有 YES,有 YES,2025-10-01 15:38:00
07208820,林氏實業有限公司,02-28321100,有 YES,有 YES,2025-10-01 15:38:01
07209102,怡昌貿易股份有限公司,02-27077811,有 YES,有 YES,2025-10-01 15:38:02
07209709,協明化工股份有限公司,886-2-22515151,有 YES,有 YES,2025-10-01 15:38:02
07219002,東南興貿易股份有限公司,02-26704288,有 YES,有 YES,2025-10-01 15:38:05
07219158,,,,2025-10-01 15:38:06,
07219306,東洋機電股份有限公司,02-8688-1589,有 YES,有 YES,2025-10-01 15:38:07
07219903,東盈農牧股份有限公司,02-25017386,有 YES,有 YES,2025-10-01 15:38:08
07220401,松大安防股份有限公司,02-2598-3141,有 YES,有 YES,2025-10-01 15:38:09
07220508,東培工業股份有限公司,02-27417321,有 YES,有 YES,2025-10-01 15:38:10
07220710,宏洲纖維工業股份有限公司,02-26575859,有 YES,有 YES,2025-10-01 15:38:10
07228810,東盈實業股份有限公司,02-27977386,有 YES,有 YES,2025-10-01 15:38:11
07231006,亞細亞貿易股份有限公司,04-2355-1666,有 YES,有 YES,2025-10-01 15:38:12
07252331,,,,2025-10-01 15:38:14,
07252613,明億實業有限公司,07-2013242,有 YES,有 YES,2025-10-01 15:38:14
07252629,昇德機械工程有限公司,02-28918091,有 YES,有 YES,2025-10-01 15:38:15
07256809,東鋼機器股份有限公司,02-25966406,有 YES,有 YES,2025-10-01 15:38:17
07258216,,,,2025-10-01 15:38:19,
07259708,怡豐貿易有限公司,02-23061181-4,有 YES,有 YES,2025-10-01 15:38:20
07260310,,,,2025-10-01 15:38:21,
07268805,建同貿易股份有限公司,03-3896561,有 YES,有 YES,2025-10-01 15:38:23
07272907,,,,2025-10-01 15:38:24,
07273103,建成機械股份有限公司,02-25946171-7,有 YES,有 YES,2025-10-01 15:38:25
07273217,,,,2025-10-01 15:38:26,
07277023,光電貿易股份有限公司,02-27886111,有 YES,有 YES,2025-10-01 15:38:27
07277804,英和行股份有限公司,02-25523684,有 YES,有 YES,2025-10-01 15:38:28
07277918,,,,2025-10-01 15:38:28,
07278000,洽和興業股份有限公司,02-89769299,有 YES,有 YES,2025-10-01 15:38:29
07284306,南信股份有限公司,02-25634927,有 YES,有 YES,2025-10-01 15:38:30
07284501,南信貿易股份有限公司,02-25319121,有 YES,有 YES,2025-10-01 15:38:31
07289604,瑞時實業股份有限公司,02-23685567,有 YES,有 YES,2025-10-01 15:38:31
07291405,,,,2025-10-01 15:38:32,
07291518,冠球股份有限公司,03-4781151,有 YES,有 YES,2025-10-01 15:38:33
07297718,宙貿有限公司,02-27112557,有 YES,有 YES,2025-10-01 15:38:34
07298929,泉發蜂蜜行有限公司,02-25924072,有 YES,有 YES,2025-10-01 15:38:34
07299005,星隆貿易股份有限公司,02-25955260,有 YES,有 YES,2025-10-01 15:38:35
07299032,,,,2025-10-01 15:38:36,
07302206,建裕有限公司,02-25577496,有 YES,有 YES,2025-10-01 15:38:36
07302901,,,,2025-10-01 15:38:37,
07303107,協新紡織廠股份有限公司,02-25318232-7,有 YES,有 YES,2025-10-01 15:38:38
07304112,來佳針織廠股份有限公司,03-3627817,有 YES,有 YES,2025-10-01 15:38:39
07305007,建榮塑膠股份有限公司,02-25952258,有 YES,有 YES,2025-10-01 15:38:39
07305105,台灣豐田通商股份有限公司,02-87862500,有 YES,有 YES,2025-10-01 15:38:40
07305506,,,,2025-10-01 15:38:41,
07313409,,,,2025-10-01 15:38:42,
07313549,晉一機械工業股份有限公司,02-9916879,有 YES,有 YES,2025-10-01 15:38:43
07314511,益大針織股份有限公司,02-25959559,有 YES,有 YES,2025-10-01 15:38:44
07314907,泰元物產有限公司,02-27086818,有 YES,有 YES,2025-10-01 15:38:45
07320915,泰昌電子廠股份有限公司,02-23936316,有 YES,有 YES,2025-10-01 15:38:45
07328402,安源資訊股份有限公司,02-87523999,有 YES,有 YES,2025-10-01 15:38:46
07330809,桃源紡織股份有限公司,02-25597697,有 YES,有 YES,2025-10-01 15:38:47
07345107,逢林企業股份有限公司,02-25715251,有 YES,有 YES,2025-10-01 15:38:48
07357813,國華科技有限公司,02- 2758-9301,有 YES,有 YES,2025-10-01 15:38:48
07358405,,,,2025-10-01 15:38:49,
07361318,啟新化工股份有限公司,02-27325721,有 YES,有 YES,2025-10-01 15:38:50
07363569,,,,2025-10-01 15:38:51,
07366411,莊頭北工業股份有限公司,02-2591-2345,有 YES,有 YES,2025-10-01 15:38:51
07378303,森元洋線股份有限公司,033-291933,有 YES,有 YES,2025-10-01 15:38:52
07387703,,,,2025-10-01 15:38:53,
07388301,,,,2025-10-01 15:38:53,
07392826,,,,2025-10-01 15:38:54,
07392939,富美股份有限公司,02-23519211,有 YES,有 YES,2025-10-01 15:38:55
07393000,喬美企業股份有限公司,02-25919101,有 YES,有 YES,2025-10-01 15:38:56
07393108,開南電機股份有限公司,02-25411111,有 YES,有 YES,2025-10-01 15:38:57
07394943,惠泰精機股份有限公司,02-25973867,有 YES,有 YES,2025-10-01 15:38:58
07398429,華益玻璃珠股份有限公司,02-25598592-5,有 YES,有 YES,2025-10-01 15:38:59
07400419,富國水泥釘股份有限公司,02-2591-2113,有 YES,有 YES,2025-10-01 15:38:59
07400810,賀盛高週波金屬工業股份有限公司,02-29928585,有 YES,有 YES,2025-10-01 15:39:00
07406808,華隆股份有限公司,02-82281799,有 YES,有 YES,2025-10-01 15:39:01
07407200,富順纖維工業股份有限公司,02-25527882,有 YES,有 YES,2025-10-01 15:39:02
07407503,華盛頓製藥廠股份有限公司,07-3711651,有 YES,有 YES,2025-10-01 15:39:03
07407807,富發機械工業股份有限公司,03-3255166,有 YES,有 YES,2025-10-01 15:39:04
07410900,,,,2025-10-01 15:39:05,
07416910,台力貿易股份有限公司,02-25096866,有 YES,有 YES,2025-10-01 15:39:05
07420977,資力機械股份有限公司,02-28120464,有 YES,有 YES,2025-10-01 15:39:06
07423813,新三益企業有限公司,02-29021389,有 YES,有 YES,2025-10-01 15:39:07
07429978,裕永實業有限公司,02-26222661,有 YES,有 YES,2025-10-01 15:39:08
07430700,大原實業股份有限公司,02-27917456,有 YES,有 YES,2025-10-01 15:39:09
07435515,新光合成纖維股份有限公司,02-25071259,有 YES,有 YES,2025-10-01 15:39:10
07435901,新光紡織股份有限公司,02-25071258,有 YES,有 YES,2025-10-01 15:39:11
07436303,,,,2025-10-01 15:39:12,
07439723,,,,2025-10-01 15:39:13,
07448005,萬和實業股份有限公司,02-27811456,有 YES,有 YES,2025-10-01 15:39:13
07448315,新和興海洋企業股份有限公司,02-27582662,有 YES,有 YES,2025-10-01 15:39:14
07450418,新美光股份有限公司,02-22683151,有 YES,有 YES,2025-10-01 15:39:15
07453111,裕茂行有限公司,02-25923131-4,有 YES,有 YES,2025-10-01 15:39:16
07459500,萬記貿易有限公司,02-28743363,有 YES,有 YES,2025-10-01 15:39:17
07460106,瑞益紡織股份有限公司,02-25521449,有 YES,有 YES,2025-10-01 15:39:17
07460345,瑞益鑄造股份有限公司,02-25948580,有 YES,有 YES,2025-10-01 15:39:18
07460416,新時代鋼架股份有限公司,02-26021866-8,有 YES,有 YES,2025-10-01 15:39:19
07462809,潤石建設股份有限公司,02-87923399,有 YES,有 YES,2025-10-01 15:39:20
07472406,新菱實業股份有限公司,02-25715111-5,有 YES,有 YES,2025-10-01 15:39:21
07472834,新隆纖維染整股份有限公司,03-3566789,有 YES,有 YES,2025-10-01 15:39:22
07476206,,,,2025-10-01 15:39:23,
07482501,愛德實業有限公司,02-2553-8520,有 YES,有 YES,2025-10-01 15:39:24
07487034,新燕企業股份有限公司,02-28210801,有 YES,有 YES,2025-10-01 15:39:24
07487105,新興電通股份有限公司,02-27523641,有 YES,有 YES,2025-10-01 15:39:25
07487111,新燕實業股份有限公司,02-25222388,有 YES,有 YES,2025-10-01 15:39:26
07488110,福潤食品股份有限公司,02-29861689,有 YES,有 YES,2025-10-01 15:39:27
07491121,,,,2025-10-01 15:39:28,
07491608,,,,2025-10-01 15:39:29,
07492819,新寶纖維股份有限公司,02-25316232,有 YES,有 YES,2025-10-01 15:39:30
07493009,萬寶紡織廠股份有限公司,02-2882342-6,有 YES,有 YES,2025-10-01 15:39:30
07494823,榮川工業有限公司,02-25915921,有 YES,有 YES,2025-10-01 15:39:31
07494909,福大家具裝潢有限公司,25533030,有 YES,有 YES,2025-10-01 15:39:32
07496300,福太洋傘工廠股份有限公司,02-2291-7777,有 YES,有 YES,2025-10-01 15:39:33
07501107,鑫昌貿易有限公司,02-26035065,有 YES,有 YES,2025-10-01 15:39:34
07501417,,,,2025-10-01 15:39:35,
07502648,鴻輝精機廠有限公司,03-3544166,有 YES,有 YES,2025-10-01 15:39:35
07506222,福泉鋼業股份有限公司,02-2291-7777,有 YES,有 YES,2025-10-01 15:39:36
07510008,榮泰股份有限公司,02-25616383,有 YES,有 YES,2025-10-01 15:39:37
07510204,福泰興股份有限公司,02-22223090,有 YES,有 YES,2025-10-01 15:39:37
07510318,華友聯開發股份有限公司,07-7801381,有 YES,有 YES,2025-10-01 15:39:38
07512343,福基實業有限公司,02-28953112,有 YES,有 YES,2025-10-01 15:39:39
07519612,,,,2025-10-01 15:39:40,
07521201,遠興貿易股份有限公司,02-25566271,有 YES,有 YES,2025-10-01 15:39:41
07521407,榮興祥企業股份有限公司,02-25915107,有 YES,有 YES,2025-10-01 15:39:42
07523502,福豐企業股份有限公司,02-2552-4145,有 YES,有 YES,2025-10-01 15:39:43
07524729,國營臺灣鐵路股份有限公司,02-23815226#2385,有 YES,有 YES,2025-10-01 15:39:43
07524903,台灣森永製菓股份有限公司,02-28914151,有 YES,有 YES,2025-10-01 15:39:44
07524930,台灣鐵芯股份有限公司,03-4827263,有 YES,有 YES,2025-10-01 15:39:45
07525207,台灣農林股份有限公司,(03)6591188,有 YES,有 YES,2025-10-01 15:39:45
07525305,松新股份有限公司,02-27552515,有 YES,有 YES,2025-10-01 15:39:46
07525348,台寶實業股份有限公司,02-2999-6911,有 YES,有 YES,2025-10-01 15:39:47
07525620,臺灣藤村工業股份有限公司,02-2222-9409,有 YES,有 YES,2025-10-01 15:39:48
07527606,廣元股份有限公司,02-25414334,有 YES,有 YES,2025-10-01 15:39:48
07529203,慶同貿易股份有限公司,02-25582121,有 YES,有 YES,2025-10-01 15:39:49
07533902,,,,2025-10-01 15:39:50,
07534016,德明針織股份有限公司,02-28124012,有 YES,有 YES,2025-10-01 15:39:51
07536339,增美企業有限公司,02-26224681-3,有 YES,有 YES,2025-10-01 15:39:52
07539315,慶祥實業股份有限公司,02-27150311#10,有 YES,有 YES,2025-10-01 15:39:54
07541852,德發實業股份有限公司,02-2601-7538,有 YES,有 YES,2025-10-01 15:39:55
07548308,龍口食品企業股份有限公司,02-23258800,有 YES,有 YES,2025-10-01 15:39:56
07553202,銘珍食品廠有限公司,02-2621-4967,有 YES,有 YES,2025-10-01 15:39:56
07553316,龍星企業股份有限公司,02-27837979,有 YES,有 YES,2025-10-01 15:39:58
07557404,,,,2025-10-01 15:39:59,
07558207,明裕實業股份有限公司,02-25415252,有 YES,有 YES,2025-10-01 15:40:01
07562103,聯文豐印刷有限公司,02-25067318,有 YES,有 YES,2025-10-01 15:40:01
07563519,鴻安紡織廠股份有限公司,02-25581972,有 YES,有 YES,2025-10-01 15:40:02
07568009,環球水泥股份有限公司,02-25077801,有 YES,有 YES,2025-10-01 15:40:24
07568113,,,,2025-10-01 15:40:24,
07569627,聯華食品工業股份有限公司,02-25534546,有 YES,有 YES,2025-10-01 15:40:26
07570413,鴻達貿易有限公司,02-25521170-3,有 YES,有 YES,2025-10-01 15:40:28
07577133,豐祥實業股份有限公司,02-25927280-1,有 YES,有 YES,2025-10-01 15:40:29
07578914,聚力塑膠工業股份有限公司,02-26253680,有 YES,有 YES,2025-10-01 15:40:31
07581517,穩福實業股份有限公司,02-25581133,有 YES,有 YES,2025-10-01 15:40:32
07583917,,,,2025-10-01 15:40:33,
07585719,顯榮電子股份有限公司,02-2531-5458,有 YES,有 YES,2025-10-01 15:40:33
07600423,中大特殊鋼股份有限公司,02-25941131,有 YES,有 YES,2025-10-01 15:40:34
07600556,華國五金有限公司,2299-2020,有 YES,有 YES,2025-10-01 15:40:35
07601865,台隆企業有限公司,02-28119277,有 YES,有 YES,2025-10-01 15:40:36
07602132,永安鐘錶有限公司,02-2556-1267,有 YES,有 YES,2025-10-01 15:40:37
07602442,恒益國際有限公司,02-25946221,有 YES,有 YES,2025-10-01 15:40:37
07602724,定信工程顧問有限公司,02-25975111,有 YES,有 YES,2025-10-01 15:40:38
07603673,,,,2025-10-01 15:40:38,
07604639,杏隆實業股份有限公司,02-25523051,有 YES,有 YES,2025-10-01 15:40:39
07604764,泰鋒染化工業股份有限公司,02-25311936-7,有 YES,有 YES,2025-10-01 15:40:40
07604883,杏芳化工股份有限公司,02-23040028,有 YES,有 YES,2025-10-01 15:40:41
07606587,力英鋼鐵股份有限公司,02-27631901,有 YES,有 YES,2025-10-01 15:40:41
07606931,,,,2025-10-01 15:40:42,
07606947,經富實業有限公司,02-29548427,有 YES,有 YES,2025-10-01 15:40:43
07607100,中美鐘錶眼鏡股份有限公司,02-25376606,有 YES,有 YES,2025-10-01 15:40:44
07607609,,,,2025-10-01 15:40:44,
07608430,建毅工業股份有限公司,03-3664888,有 YES,有 YES,2025-10-01 15:40:45
07608804,,,,2025-10-01 15:40:45,
07609472,緯力紡織股份有限公司,02-25522430,有 YES,有 YES,2025-10-01 15:40:46
07609705,,,,2025-10-01 15:40:47,
07609901,升隆紗布有限公司,02-25550729,有 YES,有 YES,2025-10-01 15:40:48
07611028,大勝磚廠股份有限公司,,有 YES,有 YES,2025-10-01 15:40:49
07611076,理銘開發股份有限公司,03-6886188,有 YES,有 YES,2025-10-01 15:40:49
07611603,鉅和貿易有限公司,02-29954960,有 YES,有 YES,2025-10-01 15:40:50
07611907,永明國際實業股份有限公司,02-29171188,有 YES,有 YES,2025-10-01 15:40:51
07612841,,,,2025-10-01 15:40:52,
07613166,力誠實業股份有限公司,02-25525566,有 YES,有 YES,2025-10-01 15:40:53
07613594,,,,2025-10-01 15:40:54,
07613692,大昶貿易行股份有限公司,02-29991061,有 YES,有 YES,2025-10-01 15:40:55
07614094,,,,2025-10-01 15:40:55,
07614475,,,,2025-10-01 15:40:56,
07615208,龍通企業股份有限公司,02-27837979,有 YES,有 YES,2025-10-01 15:40:57
07615452,宇新禾工業股份有限公司,02-28120321,有 YES,有 YES,2025-10-01 15:40:58
07615621,僑殷興有限公司,03-3502621,有 YES,有 YES,2025-10-01 15:40:59
07617901,大將開發股份有限公司,02-2706-9999,有 YES,有 YES,2025-10-01 15:40:59
07617971,燁利電機廠股份有限公司,02-25972301,有 YES,有 YES,2025-10-01 15:41:00
07618057,志聖工業股份有限公司,02-26010700,有 YES,有 YES,2025-10-01 15:41:01
07618129,棉樹實業股份有限公司,03-3217001,有 YES,有 YES,2025-10-01 15:41:02
07618205,翰橋貿易股份有限公司,02-26518806,有 YES,有 YES,2025-10-01 15:41:03
07618508,福穩企業股份有限公司,02-25612755,有 YES,有 YES,2025-10-01 15:41:04
07618752,岡達企業股份有限公司,26828978,有 YES,有 YES,2025-10-01 15:41:04
07619041,,,,2025-10-01 15:41:05,
07620130,萬潁毛絨股份有限公司,02-26810606,有 YES,有 YES,2025-10-01 15:41:06
07620770,新瑞倡企業股份有限公司,03-3294856,有 YES,有 YES,2025-10-01 15:41:06
07620878,協磁股份有限公司,03-354-7606,有 YES,有 YES,2025-10-01 15:41:08
07621118,永華美有限公司,02-29831057,有 YES,有 YES,2025-10-01 15:41:09
07621356,,,,2025-10-01 15:41:10,
07621399,興航實業股份有限公司,03-3241746,有 YES,有 YES,2025-10-01 15:41:11
07621763,裕有興業股份有限公司,02-28350629,有 YES,有 YES,2025-10-01 15:41:12
07622545,,,,2025-10-01 15:41:13,
07624419,,,,2025-10-01 15:41:14,
07624852,造形服飾有限公司,02-2597-4988,有 YES,有 YES,2025-10-01 15:41:15
07625183,,,,2025-10-01 15:41:16,
07627393,,,,2025-10-01 15:41:20,
07627416,一龍橡膠工業股份有限公司,03-3222888,有 YES,有 YES,2025-10-01 15:41:21
07627632,蕙州實業有限公司,02-25521971,有 YES,有 YES,2025-10-01 15:41:22
07628029,,,,2025-10-01 15:41:22,
07628105,,,,2025-10-01 15:41:23,
07629744,國洋橡膠工業股份有限公司,02-25412552,有 YES,有 YES,2025-10-01 15:41:24
07629765,利聯機械工業股份有限公司,22680303,有 YES,有 YES,2025-10-01 15:41:24
07630448,家泰綢布有限公司,02-28161606-9,有 YES,有 YES,2025-10-01 15:41:25
07630806,三宜油化股份有限公司,02-25221313,有 YES,有 YES,2025-10-01 15:41:26
07630833,幸託有限公司,02-25981199,有 YES,有 YES,2025-10-01 15:41:29
07631087,昆信機械工業股份有限公司,02-2801-1185,有 YES,有 YES,2025-10-01 15:41:30
07631164,益協實業有限公司,02-2506-1838,有 YES,有 YES,2025-10-01 15:41:30
07631241,龍顏投資股份有限公司,02-2557-9670,有 YES,有 YES,2025-10-01 15:41:31
07631621,金信紡織股份有限公司,02-25522836,有 YES,有 YES,2025-10-01 15:41:32
07631848,環友金屬工業股份有限公司,02-29956798,有 YES,有 YES,2025-10-01 15:41:33
07632305,九二企業有限公司,02-25564964,有 YES,有 YES,2025-10-01 15:41:33
07632467,,,,2025-10-01 15:41:35,
07633085,英侖貿易有限公司,02-25316121-4,有 YES,有 YES,2025-10-01 15:41:36
07633347,中日交通標誌有限公司,02-25817958,有 YES,有 YES,2025-10-01 15:41:37
07633542,南利興業股份有限公司,02-25525555,有 YES,有 YES,2025-10-01 15:41:38
07634057,,,,2025-10-01 15:41:39,
07634280,,,,2025-10-01 15:41:41,
07634612,臺鍍科技股份有限公司,02-25617665,有 YES,有 YES,2025-10-01 15:41:41
07634628,盛霖實業有限公司,03-4521797,有 YES,有 YES,2025-10-01 15:41:44
07634845,景陽製瓶工業股份有限公司,03-3541511,有 YES,有 YES,2025-10-01 15:41:46
07634872,福埠實業股份有限公司,02-27625771,有 YES,有 YES,2025-10-01 15:41:47
07635128,亞馥工程股份有限公司,02-25023969,有 YES,有 YES,2025-10-01 15:41:48
07635561,喬木紡織股份有限公司,02-25622349,有 YES,有 YES,2025-10-01 15:41:49
07636196,國紡企業股份有限公司,02-25652340,有 YES,有 YES,2025-10-01 15:41:50
07636674,亦電企業有限公司,02-22186903,有 YES,有 YES,2025-10-01 15:41:52
07637364,兆鼎檢驗股份有限公司,02-25236153,有 YES,有 YES,2025-10-01 15:41:53
07637603,兆輝工程有限公司,02-25332490,有 YES,有 YES,2025-10-01 15:41:54
07638005,弘博鋼鐵股份有限公司,02-25856350,有 YES,有 YES,2025-10-01 15:41:55
07638048,,,,2025-10-01 15:41:56,
07638146,昶福股份有限公司,02-2595-0266,有 YES,有 YES,2025-10-01 15:41:58
07638286,統星五金有限公司,02-2594-4452,有 YES,有 YES,2025-10-01 15:41:58
07640430,泰新印刷有限公司,02-25851568,有 YES,有 YES,2025-10-01 15:41:59
07640728,旭城股份有限公司,02-29338396,有 YES,有 YES,2025-10-01 15:42:00
07641228,,,,2025-10-01 15:42:01,
07641297,朝比奈企業有限公司,02-25216966,有 YES,有 YES,2025-10-01 15:42:02
07641402,,,,2025-10-01 15:42:03,
07641536,,,,2025-10-01 15:42:04,
07641634,璟儒行有限公司,02-25979159,有 YES,有 YES,2025-10-01 15:42:06
07642063,陸昌化工股份有限公司,04-26811401,有 YES,有 YES,2025-10-01 15:42:06
07642599,,,,2025-10-01 15:42:07,
07642676,霸王川菜餐廳股份有限公司,02-25522181,有 YES,有 YES,2025-10-01 15:42:08
07643470,長友企業有限公司,02-27070069,有 YES,有 YES,2025-10-01 15:42:09
07644689,禾光有限公司,03-4831502,有 YES,有 YES,2025-10-01 15:42:10
07645218,奇彥企業有限公司,02-27046019,有 YES,有 YES,2025-10-01 15:42:11
07645420,,,,2025-10-01 15:42:15,
07645744,,,,2025-10-01 15:42:16,
07645836,,,,2025-10-01 15:42:18,
07645913,達榮實業有限公司,02-26233848-9,有 YES,有 YES,2025-10-01 15:42:19
07647004,皇霖實業股份有限公司,03-3581398,有 YES,有 YES,2025-10-01 15:42:20
07647692,馬台有限公司,02-25652721,無 NO,無 NO,2025-10-01 15:42:21
07648290,三圓建設股份有限公司,02-2563-9136,有 YES,有 YES,2025-10-01 15:42:22
07648313,大昶有限公司,02-25631516,有 YES,有 YES,2025-10-01 15:42:23
07648968,翊祥實業股份有限公司,02-77370399,有 YES,有 YES,2025-10-01 15:42:28
07648995,惠亞工程股份有限公司,02-22874111,有 YES,有 YES,2025-10-01 15:42:31
07649100,春祐企業有限公司,02-8227-8599,有 YES,有 YES,2025-10-01 15:42:33
07649122,,,,2025-10-01 15:42:34,
07649278,,,,2025-10-01 15:42:35,
07649690,億高資產管理股份有限公司,27199709,有 YES,有 YES,2025-10-01 15:42:36
07650605,聖偉實業股份有限公司,02-25597985,有 YES,有 YES,2025-10-01 15:42:36
07651668,,,,2025-10-01 15:42:39,
07652202,新昕纖維股份有限公司,02-25525757,有 YES,有 YES,2025-10-01 15:42:40
07652293,運揚實業股份有限公司,02-27721505-8,有 YES,有 YES,2025-10-01 15:42:43
07653384,,,,2025-10-01 15:42:44,
07654216,帝祥工業股份有限公司,02-25941131,有 YES,有 YES,2025-10-01 15:42:45
07654449,尚村企業有限公司,02-25534306,有 YES,有 YES,2025-10-01 15:42:45
07655307,鴻來企業股份有限公司,02-28383711,有 YES,有 YES,2025-10-01 15:42:46
07655783,,,,2025-10-01 15:42:47,
07656431,,,,2025-10-01 15:42:49,
07656571,合興電線電纜股份有限公司,02-26714345,有 YES,有 YES,2025-10-01 15:42:50
07656657,穗興實業股份有限公司,02-25921122,有 YES,有 YES,2025-10-01 15:42:51
07656777,,,,2025-10-01 15:42:52,
07656782,,,,2025-10-01 15:42:53,
07656805,毅宜工業股份有限公司,02-29093656,有 YES,有 YES,2025-10-01 15:42:54
07656903,耕達不銹鋼股份有限公司,02-25982168,有 YES,有 YES,2025-10-01 15:42:55
07657683,信榮紡織股份有限公司,03-3232824,有 YES,有 YES,2025-10-01 15:42:56
07657987,谷暉企業有限公司,02-87978638,有 YES,有 YES,2025-10-01 15:42:57
07658260,群宏電工有限公司,02-2915-1521,有 YES,有 YES,2025-10-01 15:42:57
07659161,泰樂利研磨砂輪股份有限公司,02-25926271,有 YES,有 YES,2025-10-01 15:42:58
07659198,保昇機電工程股份有限公司,02-27336688,有 YES,有 YES,2025-10-01 15:42:59
07659465,晉英金屬工業股份有限公司,02-25971183-5,有 YES,有 YES,2025-10-01 15:43:00
07659676,嵐鼎電機有限公司,02-25867304-6,有 YES,有 YES,2025-10-01 15:43:01
07659704,路昌工業股份有限公司,02-26940590,有 YES,有 YES,2025-10-01 15:43:01
07659985,臣偉鋼鐵有限公司,02-25913233,有 YES,有 YES,2025-10-01 15:43:02
07660028,昇達橡膠企業股份有限公司,02-25944185,有 YES,有 YES,2025-10-01 15:43:03
07660250,統屋機械股份有限公司,05-2378737,有 YES,有 YES,2025-10-01 15:43:04
07661504,駿揚股份有限公司,02-25926270,有 YES,有 YES,2025-10-01 15:43:06
07661589,廣奕企業有限公司,02-25514035,有 YES,有 YES,2025-10-01 15:43:07
07661595,榮達社股份有限公司,02-26015175,有 YES,有 YES,2025-10-01 15:43:08
07662428,弘楊股份有限公司,02-2308-5035,有 YES,有 YES,2025-10-01 15:43:09
07662659,好得壯實業股份有限公司,02-25912211,有 YES,有 YES,2025-10-01 15:43:10
